canonical_name,total_mentions,model_count,google_name,match_score,google_rating,google_reviews,price_level,business_status,address
Awadh,1,1,𝗔𝗪𝗔𝗗𝗛 | Royal Indian Dining & Lounge,100.0,4.1,1101,,OPERATIONAL,"01-33H, The Centrepoint, 176 Orchard Rd, Singapore 238843"
Bentley Restaurant and Bar,1,1,Bentley Singapore,100.0,4.9,179,,OPERATIONAL,"45 Leng Kee Rd, Singapore 159103"
Bizen Okayama,1,1,BIZEN Okayama Wagyu Steakhouse @ BugisVillage,100.0,4.6,300,,OPERATIONAL,"154 Rochor Rd, Singapore 188429"
Black Pearl,1,1,黑珍珠 The Black Pearl | Cantonese Cuisine Restaurant in Singapore,100.0,4.6,341,,OPERATIONAL,"333 N Bridge Rd, #07-11/12 Odeon 333, Singapore 188721"
Bon Broth by André Chiang,1,1,Bon Broth Singapore,100.0,4.1,286,,OPERATIONAL,"252 N Bridge Rd, #03-01 RAFFLES CITY SHOPPING CENTRE, Singapore 179103"
British Hainan,1,1,British Hainan Heritage Restaurant (Previously Joo Chiat),100.0,4.5,1558,2,OPERATIONAL,"158 Kallang Wy, #01-06A, Singapore 349245"
Bukit Timah Food Centre,1,1,Bukit Timah Wet Market & Food Centre (Interim),100.0,4.2,7091,1,OPERATIONAL,"2A Jln Seh Chuan, Singapore 599213"
Bungalow,1,1,Keef The Beef Bungalow,100.0,4.4,474,,OPERATIONAL,"2A Rochester Park, Singapore 139252"
CHOPS,1,1,Chops! Grill & Sides (GR.ID Selegie),100.0,3.9,418,,OPERATIONAL,"1 Selegie Rd, #01-03 GR.ID Mall, Singapore 188306"
Choon Kee,1,1,Choon Kee Roasted Delights,100.0,4.8,41,,OPERATIONAL,"505 Beach Rd, #01-74, Singapore 199583"
Cirrus,1,1,Cirrus Electronics Pte Ltd,100.0,,,,OPERATIONAL,"2 Ang Mo Kio Street 64, Singapore 569084"
Co Chung,1,1,Co Chung Vietnamese Restaurant Plaza Singapura - Authentic Taste of Vietnam,100.0,4.6,4060,,OPERATIONAL,"68 Orchard Rd, #B2-20, Singapore 238839"
Cudo,1,1,CUDO at Stanley,100.0,4.9,1105,,OPERATIONAL,"13 Stanley St, Singapore 068732"
DRIM,1,1,DRIM | Korean Steak House | Mandarin Gallery,100.0,4.9,11536,,OPERATIONAL,"333A Orchard Rd, #02-14 Mandarin Gallery, Singapore 238897"
Dong Ji,1,1,Shandong Dong Ji,100.0,4.3,307,,OPERATIONAL,"134 Jurong Gateway Rd, #01-309, Singapore 600134"
Duxton Reserve,1,1,"Duxton Reserve Singapore, Autograph Collection",100.0,4.5,537,,OPERATIONAL,"83 Duxton Rd, Singapore 089540"
Earle Swensen's,1,1,Earle Swensen's @ Pasir Ris Mall,100.0,4.8,2196,2,OPERATIONAL,"7 Pasir Ris Central, #02-16, Singapore 519612"
Edith,1,1,Edith Patisserie,100.0,4.4,584,2,OPERATIONAL,"275 Outram Rd, Singapore 169064"
Ember,1,1,Ember Woodfire Restaurant & Wine Bar,100.0,4.5,390,,OPERATIONAL,"35 N Canal Rd, Unit 01-01, Singapore 059291"
Estate at Hilton Singapore Orchard,1,1,Estate,100.0,4.7,4497,,OPERATIONAL,"333 Orchard Rd, Level 5, Singapore 238867"
Etna,1,1,Etna Italian Restaurant (Duxton),100.0,4.6,1388,3,OPERATIONAL,"49/50 Duxton Rd, Singapore 089513"
Fatt Choy Eating House,1,1,Fatt Choy Eating House [發財餐馆]: Modern Singapore Comfort Food (Bugis - Haji Lane),100.0,4.7,943,,OPERATIONAL,"10 Haji Ln, Singapore 189203"
Fieldseas,1,1,Wagyu Beef Singapore by Fieldseas (Quality Meat & Seafood),100.0,5.0,51,,OPERATIONAL,"Lor 1 Toa Payoh, #01-1576 Block 160, Singapore 310160"
Fire Flies,1,1,"Fire Flies (formerly known as ""Thunder Tree"" )",100.0,4.6,365,1,OPERATIONAL,"101 Upper Cross St, B1-06 Stall 10 People's Park Centre, Singapore 058357"
Forlino at One Fullerton,1,1,One Fullerton,100.0,4.5,1598,,OPERATIONAL,"1 Fullerton Rd, Singapore 049213"
Fysh,1,1,FYSH at EDITION,100.0,4.3,283,,OPERATIONAL,"38 Cuscaden Rd, Singapore 249731"
Gavroche,1,1,Brasserie Gavroche - French Restaurant,100.0,4.5,530,3,OPERATIONAL,"27 Mohamed Sultan Rd, Singapore 238971"
Geonbae,1,1,Geonbae - Korean F&B Distributor,100.0,4.7,13,,OPERATIONAL,"3 Pioneer Sector 3, #02-09, Singapore 628342"
Geylang Lor 29 Hokkien Mee,1,1,Ah Soon Geylang Lor 29 Fried Hokkien Mee,100.0,3.0,78,,OPERATIONAL,"201C Tampines St. 21, Singapore 523201"
Ghim Moh,1,1,20 Ghim Moh Road Market & Food Centre,100.0,4.3,3010,1,OPERATIONAL,"20 Ghim Moh Rd, Singapore 270020"
Gokul,1,1,Gokul - Raas Vegetarian Restaurant,100.0,4.1,2040,2,OPERATIONAL,"19 Upper Dickson Rd, Singapore 207478"
Griglia,1,1,Griglia Open Fire Italian Kitchen - Craig Road,100.0,4.8,1212,,OPERATIONAL,"37 Craig Rd, #01-01, Singapore 089675"
Group Therapy,1,1,Group Therapy Coffee - Cross Street Exchange,100.0,4.2,897,2,OPERATIONAL,"181 S Bridge Rd, #01-05 & #K1-04, Singapore 058743"
Hana-Hana,1,1,Hana-hana Japanese Restaurant,100.0,4.3,304,,OPERATIONAL,"1 Tras Link, #01-17 Orchid Hotel Singapore, Singapore 078867"
Hao Lai Wu,1,1,Hao Lai Wu Steamboat BBQ 好来屋火锅烧烤,100.0,3.5,344,2,OPERATIONAL,"Bencoolen St, #01-57 Burlington Square 175, Singapore 189649"
Havelock Road Blk 22 Hainanese Curry Rice & Porridge,1,1,Havelock Hainanese Curry Rice,100.0,3.8,63,,OPERATIONAL,"49 Sims Pl, Singapore 380049"
Himalaya,1,1,"Himalaya Kitchen, Macpherson",100.0,4.2,474,2,OPERATIONAL,"518 MacPherson Rd, Singapore 368212"
Hyang To Gol,1,1,Hyang-to-gol Korean Restaurant Raffles City,100.0,4.3,995,,OPERATIONAL,"252 north bridge road, #b1-74, raffles city shopping centre, Singapore 179103"
INDOCAFE,1,1,INDOCAFÉ - Peranakan Dining,100.0,4.3,404,2,OPERATIONAL,"35 Scotts Rd, Singapore 228227"
Jalan Kayu Prata,1,1,Jalan Kayu The Prata Cafe - Tai Seng,100.0,3.8,1524,2,OPERATIONAL,"18 Tai Seng St, #01-29, Singapore 539775"
KANTIN,1,1,KANTIN (Jewel Changi Airport),100.0,4.7,1995,,OPERATIONAL,"78 AIRPORT BOULEVARD, #05-206/207 JEWEL, Singapore Changi Airport, Singapore 819666"
KPO Cafe Bar,1,1,KPO,100.0,4.2,1479,2,OPERATIONAL,"1 Killiney Rd, Singapore 239518"
Kampong Glam Food Street,1,1,Kampong Glam,100.0,4.6,82,,OPERATIONAL,"26 Bussorah St, Singapore 199444"
Kazbar,1,1,Kazbar - Middle Eastern Restaurant | Charcoal Grilled Meats & Cocktails,100.0,4.5,1255,2,OPERATIONAL,"25 Church St, #01-03 Capital Square 3, Singapore 049482"
Kee's,1,1,Kee's | Bar & Restaurant @ Clarke Quay,100.0,4.6,219,,OPERATIONAL,"21 Carpenter St, Singapore 059984"
Kim Juan Hainanese Chicken Rice,1,1,Wee Kim Hainanese Chicken Rice,92.9,4.2,51,,OPERATIONAL,"51 Yishun Ave 11, #01-32 Yishun Park Hawker Centre, Singapore 760355"
Kim Paradise,1,1,Kim Paradise – Tingkat Food & Healthy Meal Delivery In Singapore,100.0,4.3,698,,OPERATIONAL,"30B Quality Rd, Singapore 618826"
LOCABA,1,1,LOCABA Low-Carb Bakery Singapore,100.0,4.3,110,,OPERATIONAL,"Erwin’s Gastrobar (Pick-up location, Marina Blvd, #01-01 Ground Plaza, Singapore 018984"
Ma Der Kin Khao,1,1,Ma Der Kin Khao ມາເດີกินข้าว | Authentic Thai and Lao Restaurant in Singapore,100.0,5.0,125,,OPERATIONAL,"371 Beach Rd, B1-22 City Gate, Singapore 199597"
Maduro,1,1,Maduro Cigar & Whisky Bar,100.0,4.6,168,,OPERATIONAL,"2 Bukit Manis Rd, Lower Lobby of Sofitel Singapore Sentosa, Singapore 099891"
Mazzo Restaurant & Bar,1,1,Mazzo Restaurant & Bar — Italian Pizza & Chargrilled Meats | Wines & Cocktails,100.0,4.4,493,2,OPERATIONAL,"56 Club St, Singapore 069432"
Maíz,1,1,MAIZ Marina One,100.0,4.0,30,,OPERATIONAL,"5 Straits View, basement 2, Singapore 018936"
Megumi,1,1,Megumi Japanese Restaurant,100.0,4.1,451,2,OPERATIONAL,"443 Joo Chiat Rd, Singapore 427656"
Mini Panjab,1,1,Mini Panjab (Punjab) - North Indian Restaurant,100.0,4.7,302,,OPERATIONAL,"34 Veerasamy Rd, Singapore 207338"
Miyu Japanese Restaurant,1,1,Miyu,100.0,4.7,368,,OPERATIONAL,"Dempsey Rd, 13A, Singapore 247694"
Morsels,1,1,Morsels Restaurant & Gastro Wine Bar | Morsels Private Dining,100.0,4.1,388,,OPERATIONAL,"25 Dempsey Rd, #01-04, Singapore 249670"
Na Na Original Thai Food,1,1,Nana Original Thai Food Clementi,92.3,3.9,644,1,OPERATIONAL,"18 Clementi Rd, Singapore 129747"
Namu,1,1,Namu Bulgogi (Hillion),100.0,4.5,1892,,OPERATIONAL,"17 Petir Rd, #B2-55/56 Hillion Mall, Singapore 678278"
Nantsuttei Kallang,1,1,Nantsuttei,100.0,4.3,874,2,OPERATIONAL,"181 Orchard Rd, #07-12/13, Singapore 238896"
Ngon,1,1,Super Ngon Vietnamese Noodle Cafe,100.0,4.4,572,1,OPERATIONAL,"8 Club St, B2-24 ICON Link@ClubStreet, Mercure ICON Singapore City Centre, Singapore 069472"
Niku King,1,1,Ramen Keisuke Tonkotsu King Niku King (Paya Lebar),100.0,4.2,1154,2,OPERATIONAL,"60 Paya Lebar Rd, #01-02/03/04 Paya Lebar Square, Singapore 409051"
Niqqi's,1,1,Niqqi's The Cheese Prata Shop,100.0,3.9,1140,1,OPERATIONAL,"16 Clementi Rd, Singapore 129745"
No Signboard,1,1,No Signboard Seafood At Geylang,100.0,4.2,2999,3,OPERATIONAL,"414 Geylang Rd, Singapore 389392"
OGOG,1,1,OGOG 오곡 - Marina One,100.0,4.8,157,,OPERATIONAL,"5 Straits View, #B2-45 Marina One, Singapore 018935"
Old Chengdu Restaurant,1,1,Old Chengdu Sichuan Cuisine Restaurant,100.0,4.5,1894,2,OPERATIONAL,"80 Pagoda St, Singapore 059239"
Overrice,1,1,Overrice (Voted Best Halal Restaurant near Haji Lane),100.0,4.7,995,2,OPERATIONAL,"41 Sultan Gate, Singapore 198489"
Pasha,1,1,Pasha Mezza and Grill,100.0,4.4,541,,OPERATIONAL,"Haji Ln, #14Haji Lane, Singapore 189207"
Pho Hanoi at Amoy Street Food Centre,1,1,PHO Hanoi,100.0,4.7,70,,OPERATIONAL,"7 Maxwell Rd, #02-104, Singapore 069111"
Pho Me,1,1,Pho Me Vietnamese Beef Noodles,100.0,4.7,190,,OPERATIONAL,"51 Old Airport Rd, #01-89, Singapore 390051"
Qi Pot,1,1,Qi Xiang Chicken Pot,100.0,4.3,641,,OPERATIONAL,"973 Upper Serangoon Rd, Singapore 534725"
Quentin's,1,1,Quentin's the Eurasian Restaurant,100.0,4.2,667,2,OPERATIONAL,"139 Ceylon Rd, Level 1 Eurasian Heritage Gallery, Singapore 429744"
Sanchos,1,1,Sanchos taqueria (Paragon),100.0,4.6,589,,OPERATIONAL,"290 Orchard Rd, B1-20, Singapore 238859"
Saveur,1,1,Saveur | French Casual Dining,100.0,4.1,1070,2,OPERATIONAL,"5 Purvis St, #01-04, Singapore 188584"
Shaan,1,1,Shaan North Indian Restaurant,100.0,4.5,181,,OPERATIONAL,"31 Ocean Way #01-08 Quayside Isle, 31 Ocean Way, #01-08 Sentosa Cove, Singapore 098375"
Shimbashi,1,1,"Shimbashi Soba, 新橋そば",100.0,4.2,889,2,OPERATIONAL,"290 Orchard Rd, #B1-41, Singapore 238859"
Sky22,1,1,Sky22 @ Courtyard by Marriott,100.0,4.0,432,,OPERATIONAL,"99 Irrawaddy Rd, Level 22, Singapore 329568"
Smac BBQ,1,1,SMAC BBQ (Paya Lebar) 木炭串烧（巴耶利峇）,100.0,4.5,179,,OPERATIONAL,"2 Jln Lokam, #01-54 Kensington Square, Paya Lebar, Singapore 537846"
Song Gye Ok,1,1,Song Gye Ok Singapore (Telok Ayer) | Korean Grilled Chicken Specialty Restaurant,100.0,4.7,2195,,OPERATIONAL,"Song Gye Ok, 113 Telok Ayer St, Singapore 068582"
TONITO,1,1,TONITO Latin American Kitchen @ Jewel,100.0,4.5,1749,,OPERATIONAL,"78 Airport Blvd., #02 - 248, Singapore 819666"
Tabbouleh,1,1,Tabbouleh Lebanese Restaurant,100.0,4.5,2476,,OPERATIONAL,"54 Bussorah St, Singapore 199470"
Tajimaya,1,1,Tajimaya Yakiniku @ VivoCity,100.0,4.5,1685,,OPERATIONAL,"1 HarbourFront Walk, #01-102/103, Singapore 098585"
Terra,1,1,terra Wine & Sake Bar,100.0,4.3,338,,OPERATIONAL,"54 Tras St, Singapore 078993"
Tetsu,1,1,Tetsu Japanese Cuisine,100.0,4.7,67,,OPERATIONAL,"〒238841Singapore, Orchard Rd, 150号, Orchard Plaza, #01-26"
The Fishwives,1,1,The Fishwives - Quality Fish & Meat Online Grocer,100.0,4.7,179,,OPERATIONAL,"619e Bukit Timah Rd, #01-01, Singapore 269725"
The Garage,1,1,Wildseed Cafe At The Garage,100.0,4.6,637,,OPERATIONAL,"50 Cluny Park Rd, Level 1 Singapore Botanic Gardens, Singapore 257488"
The Gogi,1,1,The Gogi @ Alexandra Central,100.0,4.5,481,2,OPERATIONAL,"321 Alexandra Rd, #02-01 Alexandra Central, Singapore 159971"
The Gogijip,1,1,"The Gogijip, Halmae Gukbab, Hanyang Bulgogi (Hansik Dining Collective)",100.0,4.3,951,,OPERATIONAL,"33 Tras St, #01-01, Singapore 078973"
The Greenhouse at Dusit Thani Laguna Singapore,1,1,Greenhouse,100.0,3.9,251,,OPERATIONAL,"10 Laguna Golf Green, Singapore 488956"
The Manor,1,1,The Manor — Fine Dining Indian Restaurant & Bar in Singapore,100.0,5.0,26,,OPERATIONAL,"Amara Hotel@ Tanjong Pagar 165 Tanjong Pagar Road 2nd, 165 Tg Pagar Rd, floor, #02-25, Singapore 088539"
The Prata Place,1,1,Springleaf Prata Place - The Rail Mall,100.0,4.2,3330,1,OPERATIONAL,"396 Upper Bukit Timah Road, The Rail Mall, Singapore 678048"
The Ranch Steakhouse & Bar,1,1,The Ranch,100.0,4.5,1043,,OPERATIONAL,"12 Purvis St, #01-01, Singapore 188591"
Thong Thai Bistro,1,1,Thong Thai Bistro | Number One Thai Seafood Restaurant in Singapore,100.0,4.8,808,,OPERATIONAL,"120 Desker Rd, #01-01, Singapore 209639"
Tian Tian Fatt,1,1,Tian Tian Fatt Rice & Porridge 天天發飯•糜•小食,100.0,3.9,88,,OPERATIONAL,"210 Lor 8 Toa Payoh, #01 14, Singapore 310210"
Tipo,1,1,Tipo Pasta Bar — Aliwal,100.0,4.4,5590,2,OPERATIONAL,"28 Aliwal St, #01-07, Singapore 199918"
To-Ricos Kway Chap,1,1,To-Ricos Kway Chap Old Airport Road - (Blanco Court Food Centre 3rd Storey),100.0,4.2,269,,OPERATIONAL,"51 Old Airport Rd, #135, Singapore 390051"
Toku Nori,1,1,"Toku Nori Handroll Bar | Sushi, Izakaya & Sake Bar",100.0,4.9,3135,,OPERATIONAL,"200A Telok Ayer St, Singapore 068638"
Tomatillo,1,1,TOMATILLO Mexican Food & Bar,100.0,4.4,105,,OPERATIONAL,"8 Raffles Ave., #01-11 Esplanade Mall, Singapore 039802"
Tonkotsu Kazan Ramen,1,1,Tonkotsu Kazan VOLCANO Ramen @ Novena Square 2 豚骨火山ラーメン @ ノベナスクエア2店,100.0,4.6,1922,,OPERATIONAL,"10 Sinaran Drive, #02-68/69, Novena Square 2, Singapore 307506"
USHIO,1,1,USHIO Sumiyaki & Sake Bar,100.0,4.5,278,,OPERATIONAL,"60 Collyer Quay, Tower, Level 8, OUE 049322"
Una,1,1,UNA at The Alkaff Mansion,100.0,4.5,916,,OPERATIONAL,"10 Telok Blangah Green, Level 2, Singapore 109178"
Uncle Fong,1,1,Uncle Fong Hotpot Restaurant (Great World) 方叔叔重庆老火锅,100.0,4.7,1287,,OPERATIONAL,"1 Kim Seng Promenade, #B1-108/109, Singapore 237994"
Ura,1,1,The Caffeine Experience | URA,100.0,4.1,91,,OPERATIONAL,"45 Maxwell Rd, #01-01 The URA Centre, Singapore 069118"
Uya,1,1,UYA Unagi Singapore (Wheelock),100.0,4.6,2264,,OPERATIONAL,"501 Orchard Rd, #02-15 Wheelock Place, Singapore 238880"
WakaMama,1,1,Wakamama Japanese Omakase (By Reservations Only),100.0,4.8,202,,OPERATIONAL,"218 Pasir Panjang Rd, #02-15 ICON @ Pasir Panjang, Singapore 118579"
Watami,1,1,Watami Japanese Dining (Junction 8),100.0,3.6,1182,2,OPERATIONAL,"9 Bishan Place, #01-33 Junction 8 Shopping Centre, Singapore 579837"
WeWa,1,1,WeWa | Pita • Falafel • Shawarma & More,100.0,4.6,691,,OPERATIONAL,"26 Sentosa Gateway, #01-219, #01-231 &, Singapore 098269"
Wildseed,1,1,Wildseed Café at The Summerhouse,100.0,4.3,4091,3,OPERATIONAL,"3 Park Ln, Level 1A Seletar Aerospace Drive, Singapore 798387"
Wing,1,1,Wing Seong Fatty's Restaurant,100.0,4.4,936,2,OPERATIONAL,"175 Bencoolen St, #01-31 Burlington Square, Singapore 189649"
Ya Ge,1,1,Ya Ge - 雅阁 (Orchid Hotel SG),100.0,4.8,1380,,OPERATIONAL,"1 Tras Link, Level 3 Orchid Hotel Singapore, Singapore 078867"
Yuta Japanese Restaurant,1,1,YUTA,100.0,4.3,173,,OPERATIONAL,"150 Orchard Rd, #02-12, Singapore 238841"
Zenryoku Izakaya,1,1,Zenryoku Izakaya (Japanese DRINKING Bar),100.0,4.6,221,,OPERATIONAL,"183 Upper Thomson Rd, #01-04, Singapore 574429"
Zeppelin,1,1,"Zeppelin & Co. | Earphones, Headphones Singapore",100.0,4.7,771,,OPERATIONAL,"1 Rochor Canal Rd, #02-78 Sim Lim Square, Singapore 188504"
Zi Char,1,1,Hong Kong Street Restaurant (Novena) | Zi Char (Tze Char) Singapore,100.0,4.2,1096,2,OPERATIONAL,"273 Thomson Rd, #01-01 Novena Gardens, Singapore 307644"
Éla,1,1,Éla Jalan Sultan,100.0,4.7,1932,,OPERATIONAL,"33 Jln Sultan, #01-09/10, Singapore 198965"
Restaurant Kin,1,0,Kin Kao Mai Thai Restaurant Nankin,100.0,4.7,245,,OPERATIONAL,"3 Pickering St, #01-34/35 Nankin Row, Singapore 048660"
Jypsy,1,0,Jypsy One Fullerton,100.0,4.4,2388,,OPERATIONAL,"1 Fullerton Rd, #01-02/03, Singapore 049213"
The Spot at Marina One,1,0,The Spot - Singapore,100.0,4.5,980,,OPERATIONAL,"5 Straits View, #01-26/27 Marina One East Tower, Singapore 018935"
Yum Cha,1,0,Yum Cha Restaurant | Best Dim Sum in Chinatown,100.0,4.3,4834,2,OPERATIONAL,"20 Trengganu St, #02-01, Singapore 058479"
CALI,1,0,CALI Rochester Park – Pet-Friendly Restaurant & Bar,100.0,4.6,2725,,OPERATIONAL,"31 Rochester Dr, #01-01/02, Singapore 138637"
Kinki,1,0,Kinki Restaurant + Bar - Japanese Fusion @ Customs House,100.0,4.6,2874,3,OPERATIONAL,"70, #02-02 Collyer Quay, Customs House, Singapore 049323"
Beerthai,1,0,Beerthai House Restaurant @ Kitchener Road,100.0,4.4,1125,2,OPERATIONAL,"155 Kitchener Rd, #01-01, Singapore 208528"
Bedok 85 Teochew Porridge,1,0,Bedok South Teochew Porridge Rice,93.6,4.5,2,,OPERATIONAL,"16 Bedok S Rd, #01-63 Pasar 16@Bedok, Singapore 460016"
Crave,1,0,Crave Nasi Lemak @ Paya Lebar Square,100.0,4.3,461,,OPERATIONAL,"60 Paya Lebar Rd B1, #45 Paya Lebar Square, Singapore 409051"
George's Laksa,1,0,Katong Laksa (George's),100.0,4.6,643,1,OPERATIONAL,"307 Changi Rd, Singapore 419785"
Rise Restaurant,1,0,RISE,100.0,4.2,1985,3,OPERATIONAL,"10 Bayfront Avenue, Marina Bay Sands, Hotel Tower 1, Lobby, Singapore 018956"
Mu Lao Er Teochew Porridge,1,0,Teochew Lao,100.0,2.2,14,,OPERATIONAL,"1 Hougang Street 91, #01-19 Hougang 1, Singapore 538692"
Hainan Story,1,0,The Hainan Story Chapter One,100.0,4.3,1310,,OPERATIONAL,"500 Jln Sultan, #01-09 Hotel Boss, Singapore 199020"
Offline,1,0,The Offline Room (previously House of Offline),100.0,4.9,32,,OPERATIONAL,"111C King George's Ave, Ground floor, Singapore 208559"
KEI,1,0,Kei Kaisendon Suntec City,100.0,4.8,1526,2,OPERATIONAL,"3 Temasek Blvd, #02-372, Singapore 038983"
Holiday Inn Novena,1,0,Express Cafe & Bar @ Holiday Inn Express & Suites Singapore Novena,100.0,3.9,104,,OPERATIONAL,"201 balestier road Holiday Inn Express & Suites, 201 Balestier Rd, Lobby Level, Singapore 329926"
Hans,1,0,Han's Union (Springleaf Garden),100.0,3.9,1038,2,OPERATIONAL,"906 Upper Thomson Rd, Singapore 787110"
Tian Wang Gai Fan,1,0,Tian Wang,100.0,4.2,794,,OPERATIONAL,"50 Keong Saik Rd., Singapore 089154"
Kuro Maguro,1,0,Kuro Maguro Sushi and Dining,100.0,4.5,721,3,OPERATIONAL,"7 Wallich St, #01 - 04, Singapore 078884"
Ivin's Peranakan,1,0,Ivins Peranakan Restaurant @ Binjai Park,100.0,4.1,1183,1,OPERATIONAL,"21 Binjai Park, Singapore 589827"
Buta Kin,1,0,Buta Kin @ Beauty World Centre,100.0,4.0,209,,OPERATIONAL,"144 Upper Bukit Timah Rd, #04-28, Singapore 588177"
Dou,1,0,Si Chuan Dou Hua Restaurant,100.0,4.0,1133,3,OPERATIONAL,"80 Raffles Place #60-01, #1 UOB Plaza, Singapore 048624"
You Peng La Mian Zi Guan,1,0,You Peng Noodle Dumpling House (La Mian Jiao Zi Guan 拉面饺子馆),100.0,3.6,126,,OPERATIONAL,"144 Upper Bukit Timah Rd, #04-23, Singapore 588177"
Social Place,1,0,Social Place (Orchard) | Hong Kong Dim Sum & Mod Chinese Restaurant,100.0,4.4,1131,,OPERATIONAL,"Social Place Singapore FORUM The Shopping Mall, Orchard Rd, #01-22, Singapore 238884"
Crystal Jade Xiao Long Bao,1,0,Crystal Jade La Mian Xiao Long Bao - T1 (AIRSIDE),100.0,4.2,816,2,OPERATIONAL,"Changi Airport Singapore - Terminal 1 (AIRSIDE) Mezzanine Level 3 #03-54 Departure / Transit Lounge East, Changi Airport, Next to Qantas & Marhaba Lounge, Singapore 819642"
Gu:um,1,0,GUUM Contemporary Grill,100.0,4.4,186,,OPERATIONAL,"29 Keong Saik Rd., Singapore 089136"
My Patio,1,0,Chungsa Chorong 청사초롱 민속주점 & MY PATIO 마이 패디오 (Hansik Dining Collective),100.0,4.4,190,,OPERATIONAL,"33 Tras St, #02-01, Singapore 078973"
G7,1,0,G7 Frog Porridge & Live Seafood,100.0,4.6,7664,2,OPERATIONAL,"163 Geylang Road, Lorong 3 Geylang, Singapore 389239"
Nam Nam,1,0,Hoe Nam Signatures,100.0,4.9,396,,OPERATIONAL,"12 Kallang Ave Mall, #01-68/69 Aperia, Singapore 339511"
Kimchi Dining,1,0,Kimchi Dining | Korean Restaurant Singapore,100.0,4.7,3912,,OPERATIONAL,"181 Orchard Rd, #06-10 Orchard Central Singapore 238896"
South Spine,1,0,CHICHA San Chen @ NTU South Spine,100.0,4.7,357,,OPERATIONAL,"50 Nanyang Ave, Fine Food @ South Spine Foodcourt, Singapore 639798"
